Location,Date,Hour,API,Pollutant
Kuala Lumpur,4/2/2015,20,31,*
Kuala Lumpur,4/2/2015,21,32,*
Kuala Lumpur,4/2/2015,22,31,*
Kuala Lumpur,4/2/2015,23,30,*
Kuala Lumpur,4/2/2015,24,29,*
Kuala Lumpur,5/2/2015,1,28,*
Kuala Lumpur,5/2/2015,2,27,*
Kuala Lumpur,5/2/2015,3,27,*
Kuala Lumpur,5/2/2015,4,25,*
Kuala Lumpur,5/2/2015,5,24,*
Kuala Lumpur,5/2/2015,6,24,*
Kuala Lumpur,5/2/2015,7,23,*
Kuala Lumpur,5/2/2015,8,24,*
Kuala Lumpur,5/2/2015,9,24,*
Kuala Lumpur,5/2/2015,10,23,*
Kuala Lumpur,5/2/2015,11,23,*
Kuala Lumpur,5/2/2015,12,23,*
Kuala Lumpur,5/2/2015,13,22,*
Kuala Lumpur,5/2/2015,14,43,*
Kuala Lumpur,5/2/2015,15,30,*
Kuala Lumpur,5/2/2015,16,26,*
Kuala Lumpur,5/2/2015,17,26,*
Kuala Lumpur,5/2/2015,18,24,*
Kuala Lumpur,5/2/2015,19,24,*
Kuala Lumpur,5/2/2015,20,23,*
Kuala Lumpur,5/2/2015,21,23,*
Kuala Lumpur,5/2/2015,22,23,*
Kuala Lumpur,5/2/2015,23,23,*
Kuala Lumpur,5/2/2015,24,23,*
Kuala Lumpur,6/2/2015,1,,*
Kuala Lumpur,6/2/2015,2,25,*
Kuala Lumpur,6/2/2015,4,26,*
Kuala Lumpur,6/2/2015,5,25,*
Kuala Lumpur,6/2/2015,6,26,*
Kuala Lumpur,6/2/2015,7,27,*
Kuala Lumpur,6/2/2015,8,28,*
Kuala Lumpur,6/2/2015,9,28,*
Kuala Lumpur,6/2/2015,3,29,*
Kuala Lumpur,6/2/2015,10,29,*
Kuala Lumpur,6/2/2015,11,29,*
Kuala Lumpur,6/2/2015,12,30,*
Kuala Lumpur,6/2/2015,13,43,*
Kuala Lumpur,6/2/2015,14,48,*
Kuala Lumpur,6/2/2015,15,48,*
Kuala Lumpur,6/2/2015,16,42,*
Kuala Lumpur,6/2/2015,17,42,*
Kuala Lumpur,6/2/2015,18,42,*
Kuala Lumpur,6/2/2015,19,37,*
Kuala Lumpur,6/2/2015,20,33,*
Kuala Lumpur,6/2/2015,21,33,*
Kuala Lumpur,6/2/2015,22,34,*
Kuala Lumpur,6/2/2015,23,34,*
Kuala Lumpur,6/2/2015,24,34,*
Kuala Lumpur,7/2/2015,1,34,*
Kuala Lumpur,7/2/2015,2,34,*
Kuala Lumpur,7/2/2015,3,34,*
Kuala Lumpur,7/2/2015,4,34,*
Kuala Lumpur,7/2/2015,5,34,*
Kuala Lumpur,7/2/2015,6,34,*
Kuala Lumpur,7/2/2015,7,34,*
Kuala Lumpur,7/2/2015,8,34,*
Kuala Lumpur,7/2/2015,9,34,*
Kuala Lumpur,7/2/2015,10,34,*
Kuala Lumpur,7/2/2015,11,34,*
Kuala Lumpur,7/2/2015,12,34,*
Kuala Lumpur,7/2/2015,13,40,*
Kuala Lumpur,7/2/2015,14,52,*
Kuala Lumpur,7/2/2015,15,48,*
Kuala Lumpur,7/2/2015,16,36,*
Kuala Lumpur,7/2/2015,17,34,*
Kuala Lumpur,7/2/2015,18,33,*
Kuala Lumpur,7/2/2015,19,32,*
Kuala Lumpur,7/2/2015,20,32,*
Kuala Lumpur,7/2/2015,21,32,*
Kuala Lumpur,7/2/2015,22,31,*
Kuala Lumpur,7/2/2015,23,31,*
Kuala Lumpur,7/2/2015,24,32,*
Kuala Lumpur,8/2/2015,1,32,*
Kuala Lumpur,8/2/2015,2,31,*
Kuala Lumpur,8/2/2015,3,31,*
Kuala Lumpur,8/2/2015,4,31,*
Kuala Lumpur,8/2/2015,5,31,*
Kuala Lumpur,8/2/2015,6,31,*
Kuala Lumpur,8/2/2015,7,31,*
Kuala Lumpur,8/2/2015,8,31,*
Kuala Lumpur,8/2/2015,9,30,*
Kuala Lumpur,8/2/2015,10,29,*
Kuala Lumpur,8/2/2015,11,28,*
Kuala Lumpur,8/2/2015,12,28,*
Kuala Lumpur,8/2/2015,13,28,*
Kuala Lumpur,8/2/2015,14,31,*
Kuala Lumpur,8/2/2015,15,35,*
Kuala Lumpur,8/2/2015,16,36,*
Kuala Lumpur,8/2/2015,17,32,*
Kuala Lumpur,8/2/2015,18,29,*
Kuala Lumpur,8/2/2015,19,29,*
Kuala Lumpur,8/2/2015,20,27,*
Kuala Lumpur,8/2/2015,21,27,*
Kuala Lumpur,8/2/2015,22,27,*
Kuala Lumpur,8/2/2015,23,28,*
Kuala Lumpur,8/2/2015,24,28,*
Kuala Lumpur,9/2/2015,1,27,*
Kuala Lumpur,9/2/2015,2,27,*
Kuala Lumpur,9/2/2015,3,27,*
Kuala Lumpur,9/2/2015,4,28,*
Kuala Lumpur,9/2/2015,5,28,*
Kuala Lumpur,9/2/2015,6,28,*
Kuala Lumpur,9/2/2015,7,28,*
Kuala Lumpur,9/2/2015,9,29,*
Kuala Lumpur,9/2/2015,10,31,*
Kuala Lumpur,9/2/2015,11,31,*
Kuala Lumpur,9/2/2015,12,37,*
Kuala Lumpur,9/2/2015,13,44,*
Kuala Lumpur,9/2/2015,14,37,*
Kuala Lumpur,9/2/2015,15,38,*
Kuala Lumpur,9/2/2015,16,37,*
Kuala Lumpur,9/2/2015,17,33,*
Kuala Lumpur,9/2/2015,18,34,*
Kuala Lumpur,9/2/2015,19,34,*
Kuala Lumpur,9/2/2015,20,34,*
Kuala Lumpur,9/2/2015,21,35,*
Kuala Lumpur,9/2/2015,22,35,*
Kuala Lumpur,9/2/2015,23,35,*
Kuala Lumpur,9/2/2015,24,35,*
Kuala Lumpur,10/2/2015,1,35,*
Kuala Lumpur,10/2/2015,2,35,*
Kuala Lumpur,10/2/2015,3,35,*
Kuala Lumpur,10/2/2015,4,35,*
Kuala Lumpur,10/2/2015,5,35,*
Kuala Lumpur,10/2/2015,6,35,*
Kuala Lumpur,10/2/2015,7,35,*
Kuala Lumpur,10/2/2015,8,35,*
Kuala Lumpur,10/2/2015,9,34,*
Kuala Lumpur,10/2/2015,10,34,*
Kuala Lumpur,10/2/2015,11,33,*
Kuala Lumpur,10/2/2015,12,33,*
Kuala Lumpur,10/2/2015,13,33,*
Kuala Lumpur,10/2/2015,14,33,*
Kuala Lumpur,10/2/2015,15,33,*
Kuala Lumpur,10/2/2015,16,34,*
Kuala Lumpur,10/2/2015,17,63,*
Kuala Lumpur,10/2/2015,18,56,*
Kuala Lumpur,10/2/2015,19,45,*
Kuala Lumpur,10/2/2015,20,44,*
Kuala Lumpur,10/2/2015,21,35,*
Kuala Lumpur,10/2/2015,23,35,*
Kuala Lumpur,10/2/2015,22,36,*
Kuala Lumpur,10/2/2015,24,36,*
Kuala Lumpur,11/2/2015,1,37,*
Kuala Lumpur,11/2/2015,2,38,*
Kuala Lumpur,11/2/2015,3,38,*
Kuala Lumpur,11/2/2015,4,39,*
Kuala Lumpur,11/2/2015,5,39,*
Kuala Lumpur,11/2/2015,6,39,*
Kuala Lumpur,11/2/2015,7,40,*
Kuala Lumpur,11/2/2015,8,41,*
Kuala Lumpur,11/2/2015,9,41,*
Kuala Lumpur,11/2/2015,10,42,*
Kuala Lumpur,11/2/2015,11,43,*
Kuala Lumpur,11/2/2015,12,44,*
Kuala Lumpur,11/2/2015,13,46,*
Kuala Lumpur,11/2/2015,14,47,*
Kuala Lumpur,11/2/2015,15,57,*
Kuala Lumpur,11/2/2015,16,65,*
Kuala Lumpur,11/2/2015,17,77,*
Kuala Lumpur,11/2/2015,18,72,*
Kuala Lumpur,11/2/2015,19,64,*
Kuala Lumpur,11/2/2015,20,53,*
Kuala Lumpur,11/2/2015,21,52,*
Kuala Lumpur,11/2/2015,22,53,*
Kuala Lumpur,11/2/2015,23,53,*
Kuala Lumpur,11/2/2015,24,54,*
Kuala Lumpur,12/2/2015,1,54,*
Kuala Lumpur,12/2/2015,2,55,*
Kuala Lumpur,12/2/2015,3,55,*
Kuala Lumpur,12/2/2015,4,56,*
Kuala Lumpur,12/2/2015,5,56,*
Kuala Lumpur,12/2/2015,6,56,*
Kuala Lumpur,12/2/2015,7,56,*
Kuala Lumpur,12/2/2015,8,57,*
Kuala Lumpur,12/2/2015,9,57,*
Kuala Lumpur,12/2/2015,10,57,*
Kuala Lumpur,12/2/2015,11,57,*
Kuala Lumpur,12/2/2015,12,57,*
Kuala Lumpur,12/2/2015,13,61,*
Kuala Lumpur,12/2/2015,15,74,*
Kuala Lumpur,12/2/2015,16,107,*
Kuala Lumpur,12/2/2015,17,127,*
Kuala Lumpur,12/2/2015,18,127,*
Kuala Lumpur,12/2/2015,19,105,*
Kuala Lumpur,12/2/2015,20,89,*
Kuala Lumpur,12/2/2015,21,68,*
Kuala Lumpur,12/2/2015,22,59,*
Kuala Lumpur,12/2/2015,23,60,*
Kuala Lumpur,12/2/2015,14,61,*
Kuala Lumpur,12/2/2015,24,91,*
Kuala Lumpur,2/13/2015,1,61,*
Kuala Lumpur,2/13/2015,2,61,*
Kuala Lumpur,2/13/2015,3,61,*
Kuala Lumpur,2/13/2015,4,61,*
Kuala Lumpur,2/13/2015,5,61,*
Kuala Lumpur,2/13/2015,6,61,*
Kuala Lumpur,2/13/2015,7,61,*
Kuala Lumpur,2/13/2015,8,61,*
Kuala Lumpur,2/13/2015,9,61,*
Kuala Lumpur,2/13/2015,10,61,*
Kuala Lumpur,2/13/2015,11,61,*
Kuala Lumpur,2/13/2015,12,61,*
Kuala Lumpur,2/13/2015,13,67,*
Kuala Lumpur,2/13/2015,14,90,*
Kuala Lumpur,2/13/2015,15,105,*
Kuala Lumpur,2/13/2015,16,108,*
Kuala Lumpur,2/13/2015,17,103,*
Kuala Lumpur,2/13/2015,18,103,*
Kuala Lumpur,2/13/2015,19,82,*
Kuala Lumpur,2/13/2015,20,62,*
Kuala Lumpur,2/13/2015,21,61,*
Kuala Lumpur,2/13/2015,22,61,*
Kuala Lumpur,2/13/2015,23,60,*
Kuala Lumpur,2/13/2015,24,59,*
Kuala Lumpur,2/14/2015,1,58,*
Kuala Lumpur,2/14/2015,2,58,*
Kuala Lumpur,2/14/2015,3,58,*
Kuala Lumpur,2/14/2015,4,58,*
Kuala Lumpur,2/14/2015,5,58,*
Kuala Lumpur,2/14/2015,6,58,*
Kuala Lumpur,2/14/2015,7,58,*
Kuala Lumpur,2/14/2015,8,57,*
Kuala Lumpur,2/14/2015,9,57,*
Kuala Lumpur,2/14/2015,10,57,*
Kuala Lumpur,2/14/2015,11,56,*
Kuala Lumpur,2/14/2015,12,56,*
Kuala Lumpur,2/14/2015,13,62,*
Kuala Lumpur,2/14/2015,14,79,*
Kuala Lumpur,2/14/2015,15,99,*
Kuala Lumpur,2/14/2015,16,113,*
Kuala Lumpur,2/14/2015,17,118,*
Kuala Lumpur,2/14/2015,18,104,*
Kuala Lumpur,2/14/2015,19,85,*
Kuala Lumpur,2/14/2015,20,65,*
Kuala Lumpur,2/14/2015,21,56,*
Kuala Lumpur,2/14/2015,22,55,*
Kuala Lumpur,2/14/2015,23,55,*
Kuala Lumpur,2/14/2015,24,55,*
Kuala Lumpur,2/15/2015,1,55,*
Kuala Lumpur,2/15/2015,2,55,*
Kuala Lumpur,2/15/2015,3,55,*
Kuala Lumpur,2/15/2015,4,55,*
Kuala Lumpur,2/15/2015,5,55,*
Kuala Lumpur,2/15/2015,6,55,*
Kuala Lumpur,2/15/2015,7,55,*
Kuala Lumpur,2/15/2015,8,55,*
Kuala Lumpur,2/15/2015,9,54,*
Kuala Lumpur,2/15/2015,10,54,*
Kuala Lumpur,2/15/2015,11,54,*
Kuala Lumpur,2/15/2015,12,53,*
Kuala Lumpur,2/15/2015,13,53,*
Kuala Lumpur,2/15/2015,14,53,*
Kuala Lumpur,2/15/2015,15,56,*
Kuala Lumpur,2/15/2015,16,56,*
Kuala Lumpur,2/15/2015,17,63,*
Kuala Lumpur,2/15/2015,18,74,*
Kuala Lumpur,2/15/2015,19,69,*
Kuala Lumpur,2/15/2015,20,71,*
Kuala Lumpur,2/15/2015,21,52,*
Kuala Lumpur,2/15/2015,22,49,*
Kuala Lumpur,2/15/2015,23,49,*
Kuala Lumpur,2/15/2015,1,50,*
Kuala Lumpur,2/16/2015,24,51,*
Kuala Lumpur,2/16/2015,2,50,*
Kuala Lumpur,2/16/2015,3,52,*
Kuala Lumpur,2/16/2015,4,53,*
Kuala Lumpur,2/16/2015,5,53,*
Kuala Lumpur,2/16/2015,6,53,*
Kuala Lumpur,2/16/2015,7,53,*
Kuala Lumpur,2/16/2015,8,54,*
Kuala Lumpur,2/16/2015,9,54,*
Kuala Lumpur,2/16/2015,10,53,*
Kuala Lumpur,2/16/2015,11,54,*
Kuala Lumpur,2/16/2015,12,54,*
Kuala Lumpur,2/16/2015,13,54,*
Kuala Lumpur,2/16/2015,14,64,*
Kuala Lumpur,2/16/2015,15,86,*
Kuala Lumpur,2/16/2015,16,84,*
Kuala Lumpur,2/16/2015,17,86,*
Kuala Lumpur,2/16/2015,18,87,*
Kuala Lumpur,2/16/2015,19,83,*
Kuala Lumpur,2/16/2015,20,54,*
Kuala Lumpur,2/16/2015,21,54,*
Kuala Lumpur,2/16/2015,22,54,*
Kuala Lumpur,2/16/2015,23,53,*
Kuala Lumpur,2/16/2015,24,53,*
Kuala Lumpur,2/17/2015,1,53,*
Kuala Lumpur,2/17/2015,2,53,*
Kuala Lumpur,2/17/2015,3,53,*
Kuala Lumpur,2/17/2015,5,53,*
Kuala Lumpur,2/17/2015,6,52,*
Kuala Lumpur,2/17/2015,4,52,*
Kuala Lumpur,2/17/2015,7,52,*
Kuala Lumpur,2/17/2015,8,52,*
Kuala Lumpur,2/17/2015,9,52,*
Kuala Lumpur,2/17/2015,10,52,*
Kuala Lumpur,2/17/2015,11,52,*
Kuala Lumpur,2/17/2015,12,52,*
Kuala Lumpur,2/17/2015,13,51,*
Kuala Lumpur,2/17/2015,14,51,*
Kuala Lumpur,2/17/2015,15,51,*
Kuala Lumpur,2/17/2015,16,54,*
Kuala Lumpur,2/17/2015,17,50,*
Kuala Lumpur,2/17/2015,18,47,*
Kuala Lumpur,2/17/2015,19,60,*
Kuala Lumpur,2/17/2015,20,68,*
Kuala Lumpur,2/17/2015,21,47,*
Kuala Lumpur,2/17/2015,22,48,*
Kuala Lumpur,2/17/2015,23,48,*
Kuala Lumpur,2/17/2015,24,49,*
Kuala Lumpur,2/18/2015,1,50,*
Kuala Lumpur,2/18/2015,2,48,*
Kuala Lumpur,2/18/2015,3,48,*
Kuala Lumpur,2/18/2015,4,49,*
Kuala Lumpur,2/18/2015,5,49,*
Kuala Lumpur,2/18/2015,6,49,*
Kuala Lumpur,2/18/2015,7,48,*
Kuala Lumpur,2/18/2015,8,48,*
Kuala Lumpur,2/18/2015,9,47,*
Kuala Lumpur,2/18/2015,10,47,*
Kuala Lumpur,2/18/2015,11,47,*
Kuala Lumpur,2/18/2015,12,48,*
Kuala Lumpur,2/18/2015,13,48,*
Kuala Lumpur,2/18/2015,14,63,*
Kuala Lumpur,2/18/2015,15,53,*
Kuala Lumpur,2/18/2015,16,53,*
Kuala Lumpur,2/18/2015,17,58,*
Kuala Lumpur,2/18/2015,18,50,*
Kuala Lumpur,2/18/2015,19,48,*
Kuala Lumpur,2/18/2015,20,47,*
Kuala Lumpur,2/18/2015,21,46,*
Kuala Lumpur,2/18/2015,22,46,*
Kuala Lumpur,2/18/2015,23,45,*
Kuala Lumpur,2/18/2015,24,42,*
Kuala Lumpur,2/19/2015,1,40,*
Kuala Lumpur,2/19/2015,2,38,*
Kuala Lumpur,2/19/2015,3,37,*
Kuala Lumpur,2/19/2015,4,35,*
Kuala Lumpur,2/19/2015,5,33,*
Kuala Lumpur,2/19/2015,6,33,*
Kuala Lumpur,2/19/2015,7,32,*
Kuala Lumpur,2/19/2015,8,32,*
Kuala Lumpur,2/19/2015,9,32,*
Kuala Lumpur,2/19/2015,10,31,*
Kuala Lumpur,2/19/2015,11,31,*
Kuala Lumpur,2/19/2015,13,31,*
Kuala Lumpur,2/19/2015,14,47,*
Kuala Lumpur,2/19/2015,15,30,*
Kuala Lumpur,2/19/2015,16,30,*
Kuala Lumpur,2/19/2015,17,35,*
Kuala Lumpur,2/19/2015,18,49,*
Kuala Lumpur,2/19/2015,19,73,*
Kuala Lumpur,2/19/2015,20,79,*
Kuala Lumpur,2/19/2015,21,65,*
Kuala Lumpur,2/19/2015,22,27,*
Kuala Lumpur,2/19/2015,23,38,*
Kuala Lumpur,2/19/2015,24,27,*
Kuala Lumpur,2/20/2015,1,28,*
Kuala Lumpur,2/20/2015,2,28,*
Kuala Lumpur,2/20/2015,3,29,*
Kuala Lumpur,2/20/2015,4,30,*
Kuala Lumpur,2/20/2015,5,30,*
Kuala Lumpur,2/20/2015,6,31,*
Kuala Lumpur,2/20/2015,7,31,*
Kuala Lumpur,2/20/2015,8,32,*
Kuala Lumpur,2/20/2015,9,32,*
Kuala Lumpur,2/20/2015,10,32,*
Kuala Lumpur,2/20/2015,11,32,*
Kuala Lumpur,2/20/2015,12,32,*
Kuala Lumpur,2/20/2015,13,32,*
Kuala Lumpur,2/20/2015,14,31,*
Kuala Lumpur,2/20/2015,15,31,*
Kuala Lumpur,2/20/2015,16,31,*
Kuala Lumpur,2/20/2015,17,31,*
Kuala Lumpur,2/20/2015,18,41,*
Kuala Lumpur,2/20/2015,19,42,*
Kuala Lumpur,2/20/2015,20,29,*
Kuala Lumpur,2/20/2015,21,30,*
Kuala Lumpur,2/20/2015,22,30,*
Kuala Lumpur,2/20/2015,23,29,*
Kuala Lumpur,2/20/2015,24,28,*
Kuala Lumpur,2/21/2015,1,27,*
Kuala Lumpur,2/21/2015,2,27,*
Kuala Lumpur,2/21/2015,3,26,*
Kuala Lumpur,2/21/2015,4,25,*
Kuala Lumpur,2/21/2015,5,24,*
Kuala Lumpur,2/21/2015,6,24,*
Kuala Lumpur,2/21/2015,7,23,*
Kuala Lumpur,2/21/2015,8,23,*
Kuala Lumpur,2/21/2015,9,23,*
Kuala Lumpur,2/21/2015,10,23,*
Kuala Lumpur,2/21/2015,11,23,*
Kuala Lumpur,2/21/2015,12,24,*
Kuala Lumpur,2/21/2015,13,30,*
Kuala Lumpur,2/21/2015,14,36,*
Kuala Lumpur,2/21/2015,15,41,*
Kuala Lumpur,2/21/2015,16,48,*
Kuala Lumpur,2/21/2015,17,45,*
Kuala Lumpur,2/21/2015,18,42,*
Kuala Lumpur,2/21/2015,19,36,*
Kuala Lumpur,2/21/2015,20,26,*
Kuala Lumpur,2/21/2015,21,37,*
Kuala Lumpur,2/21/2015,22,34,*
Kuala Lumpur,2/21/2015,23,27,*
Kuala Lumpur,2/21/2015,24,28,*
Kuala Lumpur,2/22/2015,1,28,*
Kuala Lumpur,2/22/2015,2,28,*
Kuala Lumpur,2/22/2015,3,28,*
Kuala Lumpur,2/22/2015,4,28,*
Kuala Lumpur,2/22/2015,5,28,*
Kuala Lumpur,2/22/2015,6,28,*
Kuala Lumpur,2/22/2015,7,29,*
Kuala Lumpur,2/22/2015,8,29,*
Kuala Lumpur,2/22/2015,9,29,*
Kuala Lumpur,2/22/2015,10,30,*
Kuala Lumpur,2/22/2015,11,33,*
Kuala Lumpur,2/22/2015,12,39,*
Kuala Lumpur,2/22/2015,13,61,*
Kuala Lumpur,2/22/2015,14,76,*
Kuala Lumpur,2/22/2015,15,85,*
Kuala Lumpur,2/22/2015,16,86,*
Kuala Lumpur,2/22/2015,17,87,*
Kuala Lumpur,2/22/2015,18,98,*
Kuala Lumpur,2/22/2015,20,40,*
Kuala Lumpur,2/22/2015,21,62,*
Kuala Lumpur,2/22/2015,22,50,*
Kuala Lumpur,2/22/2015,19,39,*
Kuala Lumpur,2/22/2015,23,74,*
Kuala Lumpur,2/22/2015,24,39,*
Kuala Lumpur,2/23/2015,1,39,*
Kuala Lumpur,2/23/2015,2,40,*
Kuala Lumpur,2/23/2015,3,41,*
Kuala Lumpur,2/23/2015,4,41,*
Kuala Lumpur,2/23/2015,5,42,*
Kuala Lumpur,2/23/2015,6,42,*
Kuala Lumpur,2/23/2015,7,42,*
Kuala Lumpur,2/23/2015,8,42,*
Kuala Lumpur,2/23/2015,9,42,*
Kuala Lumpur,2/23/2015,10,42,*
Kuala Lumpur,2/23/2015,11,40,*
Kuala Lumpur,2/23/2015,12,49,*
Kuala Lumpur,2/23/2015,13,70,*
Kuala Lumpur,2/23/2015,14,83,*
Kuala Lumpur,2/23/2015,15,82,*
Kuala Lumpur,2/23/2015,16,67,*
Kuala Lumpur,2/23/2015,17,55,*
Kuala Lumpur,2/23/2015,18,46,*
Kuala Lumpur,2/23/2015,19,45,*
Kuala Lumpur,2/23/2015,20,44,*
Kuala Lumpur,2/23/2015,21,43,*
Kuala Lumpur,2/23/2015,22,43,*
Kuala Lumpur,2/23/2015,23,44,*
Kuala Lumpur,2/23/2015,24,44,*
Kuala Lumpur,2/24/2015,1,45,*
Kuala Lumpur,2/24/2015,2,44,*
Kuala Lumpur,2/24/2015,3,43,*
Kuala Lumpur,2/24/2015,4,44,*
Kuala Lumpur,2/24/2015,5,44,*
Kuala Lumpur,2/24/2015,6,44,*
Kuala Lumpur,2/24/2015,7,44,*
Kuala Lumpur,2/24/2015,8,44,*
Kuala Lumpur,2/24/2015,9,44,*
Kuala Lumpur,2/24/2015,10,44,*
Kuala Lumpur,2/24/2015,11,44,*
Kuala Lumpur,2/24/2015,12,44,*
Kuala Lumpur,2/24/2015,13,58,*
Kuala Lumpur,2/24/2015,14,66,*
Kuala Lumpur,2/24/2015,15,42,*
Kuala Lumpur,2/24/2015,16,42,*
Kuala Lumpur,2/24/2015,17,93,*
Kuala Lumpur,2/24/2015,18,99,*
Kuala Lumpur,2/24/2015,19,91,*
Kuala Lumpur,2/24/2015,20,75,*
Kuala Lumpur,2/24/2015,21,53,*
Kuala Lumpur,2/24/2015,22,46,*
Kuala Lumpur,2/24/2015,23,47,*
Kuala Lumpur,2/24/2015,24,48,*
Kuala Lumpur,2/25/2015,1,50,*
Kuala Lumpur,2/25/2015,2,51,*
Kuala Lumpur,2/25/2015,3,52,*
Kuala Lumpur,2/25/2015,4,53,*
Kuala Lumpur,2/25/2015,5,54,*
Kuala Lumpur,2/25/2015,6,55,*
Kuala Lumpur,2/25/2015,7,55,*
Kuala Lumpur,2/25/2015,8,56,*
Kuala Lumpur,2/25/2015,9,56,*
Kuala Lumpur,2/25/2015,10,56,*
Kuala Lumpur,2/25/2015,11,57,*
Kuala Lumpur,2/25/2015,12,57,*
Kuala Lumpur,2/25/2015,13,66,*
Kuala Lumpur,2/25/2015,14,88,*
Kuala Lumpur,2/25/2015,15,116,*
Kuala Lumpur,2/25/2015,16,127,*
Kuala Lumpur,2/25/2015,17,115,*
Kuala Lumpur,2/25/2015,18,77,*
Kuala Lumpur,2/25/2015,19,59,*
Kuala Lumpur,2/25/2015,20,58,*
Kuala Lumpur,2/25/2015,21,58,*
Kuala Lumpur,2/25/2015,22,58,*
Kuala Lumpur,2/25/2015,23,58,*
Kuala Lumpur,2/25/2015,24,58,*
Kuala Lumpur,2/26/2015,1,58,*
Kuala Lumpur,2/26/2015,2,58,*
Kuala Lumpur,2/26/2015,3,58,*
Kuala Lumpur,2/26/2015,4,57,*
Kuala Lumpur,2/26/2015,5,57,*
Kuala Lumpur,2/26/2015,6,57,*
Kuala Lumpur,2/26/2015,7,57,*
Kuala Lumpur,2/26/2015,8,56,*
Kuala Lumpur,2/26/2015,9,56,*
Kuala Lumpur,2/26/2015,10,57,*
Kuala Lumpur,2/26/2015,11,57,*
Kuala Lumpur,2/26/2015,12,57,*
Kuala Lumpur,2/26/2015,13,58,*
Kuala Lumpur,2/26/2015,14,83,*
Kuala Lumpur,2/26/2015,15,90,*
Kuala Lumpur,2/26/2015,16,79,*
Kuala Lumpur,2/26/2015,17,77,*
Kuala Lumpur,2/26/2015,18,57,*
Kuala Lumpur,2/26/2015,19,54,*
Kuala Lumpur,2/26/2015,20,54,*
Kuala Lumpur,2/26/2015,21,54,*
Kuala Lumpur,2/26/2015,22,54,*
Kuala Lumpur,2/26/2015,23,54,*
Kuala Lumpur,2/26/2015,24,54,*
Kuala Lumpur,2/27/2015,1,54,*
Kuala Lumpur,2/27/2015,2,55,*
Kuala Lumpur,2/27/2015,3,56,*
Kuala Lumpur,2/27/2015,4,61,*
Kuala Lumpur,2/27/2015,5,64,*
Kuala Lumpur,2/27/2015,6,64,*
Kuala Lumpur,2/27/2015,7,65,*
Kuala Lumpur,2/27/2015,8,65,*
Kuala Lumpur,2/27/2015,9,64,*
Kuala Lumpur,2/27/2015,10,64,*
Kuala Lumpur,2/27/2015,11,64,*
Kuala Lumpur,2/27/2015,12,63,*
Kuala Lumpur,2/27/2015,13,63,*
Kuala Lumpur,2/27/2015,14,62,*
Kuala Lumpur,2/27/2015,15,71,*
Kuala Lumpur,2/27/2015,16,82,*
Kuala Lumpur,2/27/2015,17,61,*
Kuala Lumpur,2/27/2015,18,67,*
Kuala Lumpur,2/27/2015,19,76,*
Kuala Lumpur,2/27/2015,20,63,*
Kuala Lumpur,2/27/2015,21,64,*
Kuala Lumpur,2/27/2015,22,64,*
Kuala Lumpur,2/27/2015,23,64,*
Kuala Lumpur,2/27/2015,24,64,*
Kuala Lumpur,2/28/2015,1,64,*
Kuala Lumpur,2/28/2015,2,63,*
Kuala Lumpur,2/28/2015,3,62,*
Kuala Lumpur,2/28/2015,4,56,*
Kuala Lumpur,2/28/2015,5,53,*
Kuala Lumpur,2/28/2015,6,52,*
Kuala Lumpur,2/28/2015,7,51,*
Kuala Lumpur,2/28/2015,8,51,*
Kuala Lumpur,2/28/2015,9,51,*
Kuala Lumpur,2/28/2015,10,51,*
Kuala Lumpur,2/28/2015,11,52,*
Kuala Lumpur,2/28/2015,12,52,*
Kuala Lumpur,2/28/2015,13,60,*
Kuala Lumpur,2/28/2015,14,52,*
Kuala Lumpur,2/28/2015,15,62,*
Kuala Lumpur,2/28/2015,16,73,*
Kuala Lumpur,2/28/2015,17,62,*
Kuala Lumpur,2/28/2015,18,52,*
Kuala Lumpur,2/28/2015,19,79,*
Kuala Lumpur,2/28/2015,20,51,*
Kuala Lumpur,2/28/2015,21,51,*
Kuala Lumpur,2/28/2015,22,51,*
Kuala Lumpur,2/28/2015,23,51,*
Kuala Lumpur,2/28/2015,24,51,*
Kuala Lumpur,1/3/2015,1,51,*
Kuala Lumpur,1/3/2015,2,52,*
Kuala Lumpur,1/3/2015,3,52,*
Kuala Lumpur,1/3/2015,4,54,*
Kuala Lumpur,1/3/2015,5,54,*
Kuala Lumpur,1/3/2015,6,55,*
Kuala Lumpur,1/3/2015,7,55,*
Kuala Lumpur,1/3/2015,8,56,*
Kuala Lumpur,1/3/2015,9,56,*
Kuala Lumpur,1/3/2015,10,56,*
Kuala Lumpur,1/3/2015,11,55,*
Kuala Lumpur,1/3/2015,12,55,*
Kuala Lumpur,1/3/2015,13,55,*
Kuala Lumpur,1/3/2015,14,59,*
Kuala Lumpur,1/3/2015,15,72,*
Kuala Lumpur,1/3/2015,16,77,*
Kuala Lumpur,1/3/2015,17,84,*
Kuala Lumpur,1/3/2015,18,96,*
Kuala Lumpur,1/3/2015,19,55,*
Kuala Lumpur,1/3/2015,20,68,*
Kuala Lumpur,1/3/2015,21,56,*
Kuala Lumpur,1/3/2015,22,55,*
Kuala Lumpur,1/3/2015,23,54,*
Kuala Lumpur,1/3/2015,24,53,*
Kuala Lumpur,2/3/2015,1,53,*
Kuala Lumpur,2/3/2015,2,52,*
Kuala Lumpur,2/3/2015,3,51,*
Kuala Lumpur,2/3/2015,4,50,*
