Location,Date,Hour,API,Pollutant
Kuala Lumpur,3/27/2015,5,36,*
Kuala Lumpur,3/27/2015,6,36,*
Kuala Lumpur,3/27/2015,7,36,*
Kuala Lumpur,3/27/2015,8,35,*
Kuala Lumpur,3/27/2015,9,34,*
Kuala Lumpur,3/27/2015,10,34,*
Kuala Lumpur,3/27/2015,11,33,*
Kuala Lumpur,3/27/2015,12,33,*
Kuala Lumpur,3/27/2015,24,37,*
Kuala Lumpur,3/28/2015,1,38,*
Kuala Lumpur,3/28/2015,2,38,*
Kuala Lumpur,3/28/2015,5,38,*
Kuala Lumpur,3/28/2015,4,38,*
Kuala Lumpur,3/28/2015,3,38,*
Kuala Lumpur,3/28/2015,6,38,*
Kuala Lumpur,3/28/2015,7,38,*
Kuala Lumpur,3/28/2015,8,38,*
Kuala Lumpur,3/28/2015,9,39,*
Kuala Lumpur,3/28/2015,10,39,*
Kuala Lumpur,3/28/2015,11,39,*
Kuala Lumpur,3/28/2015,12,39,*
Kuala Lumpur,3/28/2015,13,39,*
Kuala Lumpur,3/28/2015,14,39,*
Kuala Lumpur,3/28/2015,15,38,*
Kuala Lumpur,3/28/2015,16,38,*
Kuala Lumpur,3/28/2015,17,43,*
Kuala Lumpur,3/28/2015,18,67,*
Kuala Lumpur,3/28/2015,19,70,*
Kuala Lumpur,3/28/2015,20,46,*
Kuala Lumpur,3/28/2015,21,38,*
Kuala Lumpur,3/28/2015,22,36,*
Kuala Lumpur,3/28/2015,23,36,*
Kuala Lumpur,3/28/2015,24,35,*
Kuala Lumpur,3/29/2015,1,36,*
Kuala Lumpur,3/29/2015,2,37,*
Kuala Lumpur,3/29/2015,3,39,*
Kuala Lumpur,3/29/2015,4,39,*
Kuala Lumpur,3/29/2015,5,40,*
Kuala Lumpur,3/29/2015,6,40,*
Kuala Lumpur,3/29/2015,7,41,*
Kuala Lumpur,3/29/2015,8,41,*
Kuala Lumpur,3/29/2015,9,42,*
Kuala Lumpur,3/29/2015,10,44,*
Kuala Lumpur,3/29/2015,11,44,*
Kuala Lumpur,3/29/2015,12,44,*
Kuala Lumpur,3/29/2015,13,49,*
Kuala Lumpur,3/29/2015,14,45,*
Kuala Lumpur,3/29/2015,15,45,*
Kuala Lumpur,3/29/2015,16,46,*
Kuala Lumpur,3/29/2015,17,46,*
Kuala Lumpur,3/29/2015,18,50,*
Kuala Lumpur,3/29/2015,19,45,*
Kuala Lumpur,3/29/2015,20,44,*
Kuala Lumpur,3/29/2015,21,44,*
Kuala Lumpur,3/29/2015,22,44,*
Kuala Lumpur,3/29/2015,23,46,*
Kuala Lumpur,3/29/2015,24,47,*
Kuala Lumpur,3/30/2015,1,46,*
Kuala Lumpur,3/30/2015,2,45,*
Kuala Lumpur,3/30/2015,3,45,*
Kuala Lumpur,3/30/2015,4,44,*
Kuala Lumpur,3/30/2015,5,44,*
Kuala Lumpur,3/30/2015,6,44,*
Kuala Lumpur,3/30/2015,7,45,*
Kuala Lumpur,3/30/2015,8,46,*
Kuala Lumpur,3/30/2015,9,46,*
Kuala Lumpur,3/30/2015,10,45,*
Kuala Lumpur,3/30/2015,11,45,*
Kuala Lumpur,3/30/2015,12,45,*
Kuala Lumpur,3/30/2015,13,44,*
Kuala Lumpur,3/30/2015,14,43,*
Kuala Lumpur,3/30/2015,15,43,*
Kuala Lumpur,3/30/2015,16,43,*
Kuala Lumpur,3/30/2015,17,42,*
Kuala Lumpur,3/30/2015,18,42,*
Kuala Lumpur,3/30/2015,19,42,*
Kuala Lumpur,3/30/2015,20,41,*
Kuala Lumpur,3/30/2015,21,42,*
Kuala Lumpur,3/30/2015,22,42,*
Kuala Lumpur,3/30/2015,23,41,*
Kuala Lumpur,3/30/2015,24,41,*
Kuala Lumpur,3/31/2015,1,41,*
Kuala Lumpur,3/31/2015,2,41,*
Kuala Lumpur,3/31/2015,3,41,*
Kuala Lumpur,3/31/2015,4,41,*
Kuala Lumpur,3/31/2015,5,41,*
Kuala Lumpur,3/31/2015,6,41,*
Kuala Lumpur,3/31/2015,7,41,*
Kuala Lumpur,3/31/2015,8,41,*
Kuala Lumpur,3/31/2015,9,41,*
Kuala Lumpur,3/31/2015,10,41,*
Kuala Lumpur,3/31/2015,11,42,*
Kuala Lumpur,3/31/2015,12,44,*
Kuala Lumpur,3/31/2015,13,47,*
Kuala Lumpur,3/31/2015,14,53,*
Kuala Lumpur,3/31/2015,15,48,*
Kuala Lumpur,3/31/2015,16,52,*
Kuala Lumpur,3/31/2015,17,61,*
Kuala Lumpur,3/31/2015,18,49,*
Kuala Lumpur,3/31/2015,19,49,*
Kuala Lumpur,3/31/2015,20,48,*
Kuala Lumpur,3/31/2015,21,48,*
Kuala Lumpur,3/31/2015,22,48,*
Kuala Lumpur,3/31/2015,23,47,*
Kuala Lumpur,3/31/2015,24,47,*
Kuala Lumpur,1/4/2015,1,46,*
Kuala Lumpur,1/4/2015,2,46,*
Kuala Lumpur,1/4/2015,3,46,*
Kuala Lumpur,1/4/2015,4,46,*
Kuala Lumpur,1/4/2015,5,46,*
Kuala Lumpur,1/4/2015,6,46,*
Kuala Lumpur,1/4/2015,7,45,*
Kuala Lumpur,1/4/2015,8,45,*
Kuala Lumpur,1/4/2015,9,45,*
Kuala Lumpur,1/4/2015,10,44,*
Kuala Lumpur,1/4/2015,11,42,*
Kuala Lumpur,1/4/2015,12,41,*
Kuala Lumpur,1/4/2015,13,46,*
Kuala Lumpur,1/4/2015,14,66,*
Kuala Lumpur,1/4/2015,15,44,*
Kuala Lumpur,1/4/2015,16,39,*
Kuala Lumpur,1/4/2015,17,39,*
Kuala Lumpur,1/4/2015,18,50,*
Kuala Lumpur,1/4/2015,19,41,*
Kuala Lumpur,1/4/2015,20,42,*
Kuala Lumpur,1/4/2015,21,42,*
Kuala Lumpur,1/4/2015,22,42,*
Kuala Lumpur,1/4/2015,23,41,*
Kuala Lumpur,1/4/2015,24,41,*
Kuala Lumpur,2/4/2015,1,41,*
Kuala Lumpur,2/4/2015,2,40,*
Kuala Lumpur,2/4/2015,3,39,*
Kuala Lumpur,2/4/2015,4,40,*
Kuala Lumpur,2/4/2015,5,39,*
Kuala Lumpur,2/4/2015,6,38,*
Kuala Lumpur,2/4/2015,7,38,*
Kuala Lumpur,2/4/2015,8,38,*
Kuala Lumpur,2/4/2015,9,37,*
Kuala Lumpur,2/4/2015,10,37,*
Kuala Lumpur,2/4/2015,11,38,*
Kuala Lumpur,2/4/2015,12,38,*
Kuala Lumpur,2/4/2015,13,37,*
Kuala Lumpur,2/4/2015,14,37,*
Kuala Lumpur,2/4/2015,15,37,*
Kuala Lumpur,2/4/2015,16,37,*
Kuala Lumpur,2/4/2015,17,36,*
Kuala Lumpur,2/4/2015,18,35,*
Kuala Lumpur,2/4/2015,19,34,*
Kuala Lumpur,2/4/2015,20,33,*
Kuala Lumpur,2/4/2015,21,33,*
Kuala Lumpur,2/4/2015,22,33,*
Kuala Lumpur,2/4/2015,23,33,*
Kuala Lumpur,2/4/2015,24,34,*
Kuala Lumpur,3/4/2015,1,34,*
Kuala Lumpur,3/4/2015,2,35,*
Kuala Lumpur,3/4/2015,4,36,*
Kuala Lumpur,3/4/2015,5,36,*
Kuala Lumpur,3/4/2015,3,37,*
Kuala Lumpur,3/4/2015,6,35,*
Kuala Lumpur,3/4/2015,7,37,*
Kuala Lumpur,3/4/2015,8,37,*
Kuala Lumpur,3/4/2015,9,38,*
Kuala Lumpur,3/4/2015,10,38,*
Kuala Lumpur,3/4/2015,11,38,*
Kuala Lumpur,3/4/2015,12,38,*
Kuala Lumpur,3/4/2015,13,39,*
Kuala Lumpur,3/4/2015,14,39,*
Kuala Lumpur,3/4/2015,15,56,*
Kuala Lumpur,3/4/2015,16,56,*
Kuala Lumpur,3/4/2015,17,39,*
Kuala Lumpur,3/4/2015,18,41,*
Kuala Lumpur,3/4/2015,19,40,*
Kuala Lumpur,3/4/2015,20,41,*
Kuala Lumpur,3/4/2015,21,41,*
Kuala Lumpur,3/4/2015,22,42,*
Kuala Lumpur,3/4/2015,23,43,*
Kuala Lumpur,3/4/2015,24,43,*
Kuala Lumpur,4/4/2015,1,43,*
Kuala Lumpur,4/4/2015,2,42,*
Kuala Lumpur,4/4/2015,3,42,*
Kuala Lumpur,4/4/2015,5,43,*
Kuala Lumpur,4/4/2015,4,42,*
Kuala Lumpur,4/4/2015,6,42,*
Kuala Lumpur,4/4/2015,7,42,*
Kuala Lumpur,4/4/2015,8,42,*
Kuala Lumpur,4/4/2015,9,42,*
Kuala Lumpur,4/4/2015,10,43,*
Kuala Lumpur,4/4/2015,11,42,*
Kuala Lumpur,4/4/2015,12,43,*
Kuala Lumpur,4/4/2015,13,51,*
Kuala Lumpur,4/4/2015,14,69,*
Kuala Lumpur,4/4/2015,15,84,*
Kuala Lumpur,4/4/2015,16,44,*
Kuala Lumpur,4/4/2015,17,73,*
Kuala Lumpur,4/4/2015,18,60,*
Kuala Lumpur,4/4/2015,19,45,*
Kuala Lumpur,4/4/2015,20,45,*
Kuala Lumpur,4/4/2015,21,45,*
Kuala Lumpur,4/4/2015,22,45,*
Kuala Lumpur,4/4/2015,23,46,*
Kuala Lumpur,4/4/2015,24,46,*
Kuala Lumpur,5/4/2015,1,47,*
Kuala Lumpur,5/4/2015,2,48,*
Kuala Lumpur,5/4/2015,3,48,*
Kuala Lumpur,5/4/2015,4,49,*
Kuala Lumpur,5/4/2015,5,50,*
Kuala Lumpur,5/4/2015,6,50,*
Kuala Lumpur,5/4/2015,7,51,*
Kuala Lumpur,5/4/2015,8,51,*
Kuala Lumpur,5/4/2015,9,50,*
Kuala Lumpur,5/4/2015,10,51,*
Kuala Lumpur,5/4/2015,11,51,*
Kuala Lumpur,5/4/2015,12,51,*
Kuala Lumpur,5/4/2015,13,56,*
Kuala Lumpur,5/4/2015,14,57,*
Kuala Lumpur,5/4/2015,15,51,*
Kuala Lumpur,5/4/2015,16,58,*
Kuala Lumpur,5/4/2015,17,51,*
Kuala Lumpur,5/4/2015,18,51,*
Kuala Lumpur,5/4/2015,19,51,*
Kuala Lumpur,5/4/2015,20,51,*
Kuala Lumpur,5/4/2015,21,51,*
Kuala Lumpur,5/4/2015,22,51,*
Kuala Lumpur,5/4/2015,23,50,*
Kuala Lumpur,5/4/2015,24,50,*
Kuala Lumpur,6/4/2015,1,49,*
Kuala Lumpur,6/4/2015,2,49,*
Kuala Lumpur,6/4/2015,3,48,*
Kuala Lumpur,6/4/2015,4,47,*
Kuala Lumpur,6/4/2015,5,46,*
Kuala Lumpur,6/4/2015,6,46,*
Kuala Lumpur,6/4/2015,7,46,*
Kuala Lumpur,6/4/2015,8,45,*
Kuala Lumpur,6/4/2015,9,44,*
Kuala Lumpur,6/4/2015,10,43,*
Kuala Lumpur,6/4/2015,11,42,*
Kuala Lumpur,6/4/2015,12,42,*
Kuala Lumpur,6/4/2015,13,54,*
Kuala Lumpur,6/4/2015,14,41,*
Kuala Lumpur,6/4/2015,15,85,*
Kuala Lumpur,6/4/2015,16,112,*
Kuala Lumpur,6/4/2015,17,132,*
Kuala Lumpur,6/4/2015,18,71,*
Kuala Lumpur,6/4/2015,19,50,*
Kuala Lumpur,6/4/2015,20,44,*
Kuala Lumpur,6/4/2015,21,44,*
Kuala Lumpur,6/4/2015,22,45,*
Kuala Lumpur,6/4/2015,23,46,*
Kuala Lumpur,6/4/2015,24,47,*
Kuala Lumpur,7/4/2015,1,48,*
Kuala Lumpur,7/4/2015,2,48,*
Kuala Lumpur,7/4/2015,3,49,*
Kuala Lumpur,7/4/2015,5,50,*
Kuala Lumpur,7/4/2015,4,50,*
Kuala Lumpur,7/4/2015,6,50,*
Kuala Lumpur,7/4/2015,7,50,*
Kuala Lumpur,7/4/2015,8,51,*
Kuala Lumpur,7/4/2015,9,51,*
Kuala Lumpur,7/4/2015,10,51,*
Kuala Lumpur,7/4/2015,11,52,*
Kuala Lumpur,7/4/2015,12,52,*
Kuala Lumpur,7/4/2015,13,53,*
Kuala Lumpur,7/4/2015,14,53,*
Kuala Lumpur,7/4/2015,15,81,*
Kuala Lumpur,7/4/2015,16,102,*
Kuala Lumpur,7/4/2015,17,103,*
Kuala Lumpur,7/4/2015,18,92,*
Kuala Lumpur,7/4/2015,19,69,*
Kuala Lumpur,7/4/2015,20,54,*
Kuala Lumpur,7/4/2015,21,54,*
Kuala Lumpur,7/4/2015,22,54,*
Kuala Lumpur,7/4/2015,23,54,*
Kuala Lumpur,7/4/2015,24,54,*
Kuala Lumpur,8/4/2015,1,54,*
Kuala Lumpur,8/4/2015,2,54,*
Kuala Lumpur,8/4/2015,3,55,*
Kuala Lumpur,8/4/2015,4,54,*
Kuala Lumpur,8/4/2015,5,54,*
Kuala Lumpur,8/4/2015,6,54,*
Kuala Lumpur,8/4/2015,7,54,*
Kuala Lumpur,8/4/2015,8,54,*
Kuala Lumpur,8/4/2015,9,54,*
Kuala Lumpur,8/4/2015,10,53,*
Kuala Lumpur,8/4/2015,11,53,*
Kuala Lumpur,8/4/2015,12,52,*
Kuala Lumpur,8/4/2015,14,51,*
Kuala Lumpur,8/4/2015,15,51,*
Kuala Lumpur,8/4/2015,16,50,*
Kuala Lumpur,8/4/2015,17,49,*
Kuala Lumpur,8/4/2015,18,47,*
Kuala Lumpur,8/4/2015,19,60,*
Kuala Lumpur,8/4/2015,20,50,*
Kuala Lumpur,8/4/2015,21,49,*
Kuala Lumpur,8/4/2015,22,50,*
Kuala Lumpur,8/4/2015,23,50,*
Kuala Lumpur,8/4/2015,24,51,*
Kuala Lumpur,9/4/2015,1,51,*
Kuala Lumpur,9/4/2015,2,51,*
Kuala Lumpur,9/4/2015,3,51,*
Kuala Lumpur,9/4/2015,4,51,*
Kuala Lumpur,9/4/2015,5,51,*
Kuala Lumpur,9/4/2015,6,50,*
Kuala Lumpur,9/4/2015,7,50,*
Kuala Lumpur,9/4/2015,8,50,*
Kuala Lumpur,9/4/2015,9,50,*
Kuala Lumpur,9/4/2015,10,50,*
Kuala Lumpur,9/4/2015,11,49,*
Kuala Lumpur,9/4/2015,12,50,*
Kuala Lumpur,9/4/2015,13,50,*
Kuala Lumpur,9/4/2015,14,50,*
Kuala Lumpur,9/4/2015,15,50,*
Kuala Lumpur,9/4/2015,16,51,*
Kuala Lumpur,9/4/2015,17,50,*
Kuala Lumpur,9/4/2015,18,50,*
Kuala Lumpur,9/4/2015,19,49,*
Kuala Lumpur,9/4/2015,20,58,*
Kuala Lumpur,9/4/2015,21,49,*
Kuala Lumpur,9/4/2015,22,47,*
Kuala Lumpur,9/4/2015,23,46,*
Kuala Lumpur,9/4/2015,24,44,*
Kuala Lumpur,10/4/2015,1,42,*
Kuala Lumpur,10/4/2015,2,41,*
Kuala Lumpur,10/4/2015,3,42,*
Kuala Lumpur,10/4/2015,4,42,*
Kuala Lumpur,10/4/2015,5,42,*
Kuala Lumpur,10/4/2015,6,43,*
Kuala Lumpur,10/4/2015,7,44,*
Kuala Lumpur,10/4/2015,8,45,*
Kuala Lumpur,10/4/2015,9,45,*
Kuala Lumpur,10/4/2015,10,46,*
Kuala Lumpur,10/4/2015,11,47,*
Kuala Lumpur,10/4/2015,12,46,*
Kuala Lumpur,10/4/2015,13,45,*
Kuala Lumpur,10/4/2015,14,44,*
Kuala Lumpur,10/4/2015,15,44,*
Kuala Lumpur,10/4/2015,16,44,*
Kuala Lumpur,10/4/2015,17,44,*
Kuala Lumpur,10/4/2015,18,44,*
Kuala Lumpur,10/4/2015,19,44,*
Kuala Lumpur,10/4/2015,20,43,*
Kuala Lumpur,10/4/2015,21,41,*
Kuala Lumpur,10/4/2015,22,42,*
Kuala Lumpur,10/4/2015,23,43,*
Kuala Lumpur,10/4/2015,24,44,*
Kuala Lumpur,11/4/2015,1,45,*
Kuala Lumpur,11/4/2015,2,45,*
Kuala Lumpur,11/4/2015,3,46,*
Kuala Lumpur,11/4/2015,4,46,*
Kuala Lumpur,11/4/2015,5,46,*
Kuala Lumpur,11/4/2015,6,47,*
Kuala Lumpur,11/4/2015,7,48,*
Kuala Lumpur,11/4/2015,8,48,*
Kuala Lumpur,11/4/2015,9,48,*
Kuala Lumpur,11/4/2015,10,48,*
Kuala Lumpur,11/4/2015,11,49,*
Kuala Lumpur,11/4/2015,12,50,*
Kuala Lumpur,11/4/2015,13,51,*
Kuala Lumpur,11/4/2015,14,51,*
Kuala Lumpur,11/4/2015,15,51,*
Kuala Lumpur,11/4/2015,16,51,*
Kuala Lumpur,11/4/2015,17,51,*
Kuala Lumpur,11/4/2015,18,51,*
Kuala Lumpur,11/4/2015,19,73,*
Kuala Lumpur,11/4/2015,20,57,*
Kuala Lumpur,11/4/2015,21,53,*
Kuala Lumpur,11/4/2015,22,53,*
Kuala Lumpur,11/4/2015,23,52,*
Kuala Lumpur,11/4/2015,24,51,*
Kuala Lumpur,12/4/2015,1,51,*
Kuala Lumpur,12/4/2015,2,51,*
Kuala Lumpur,12/4/2015,3,50,*
Kuala Lumpur,12/4/2015,4,50,*
Kuala Lumpur,12/4/2015,5,49,*
Kuala Lumpur,12/4/2015,6,48,*
Kuala Lumpur,12/4/2015,7,46,*
Kuala Lumpur,12/4/2015,8,46,*
Kuala Lumpur,12/4/2015,9,45,*
Kuala Lumpur,12/4/2015,10,44,*
Kuala Lumpur,12/4/2015,11,43,*
Kuala Lumpur,12/4/2015,12,42,*
Kuala Lumpur,12/4/2015,13,58,*
Kuala Lumpur,12/4/2015,14,66,*
Kuala Lumpur,12/4/2015,15,73,*
Kuala Lumpur,12/4/2015,16,57,*
Kuala Lumpur,12/4/2015,17,42,*
Kuala Lumpur,12/4/2015,18,42,*
Kuala Lumpur,12/4/2015,19,40,*
Kuala Lumpur,12/4/2015,20,39,*
Kuala Lumpur,12/4/2015,21,38,*
Kuala Lumpur,12/4/2015,22,40,*
Kuala Lumpur,12/4/2015,23,40,*
Kuala Lumpur,12/4/2015,24,41,*
Kuala Lumpur,4/13/2015,1,40,*
Kuala Lumpur,4/13/2015,2,40,*
Kuala Lumpur,4/13/2015,3,40,*
Kuala Lumpur,4/13/2015,4,39,*
Kuala Lumpur,4/13/2015,5,39,*
Kuala Lumpur,4/13/2015,6,39,*
Kuala Lumpur,4/13/2015,7,39,*
Kuala Lumpur,4/13/2015,8,40,*
Kuala Lumpur,4/13/2015,9,40,*
Kuala Lumpur,4/13/2015,10,40,*
Kuala Lumpur,4/13/2015,11,41,*
Kuala Lumpur,4/13/2015,12,42,*
Kuala Lumpur,4/13/2015,13,45,*
Kuala Lumpur,4/13/2015,14,67,*
Kuala Lumpur,4/13/2015,15,81,*
Kuala Lumpur,4/13/2015,16,67,*
Kuala Lumpur,4/13/2015,17,51,*
Kuala Lumpur,4/13/2015,18,58,*
Kuala Lumpur,4/13/2015,19,47,*
Kuala Lumpur,4/13/2015,20,48,*
Kuala Lumpur,4/13/2015,21,49,*
Kuala Lumpur,4/13/2015,22,49,*
Kuala Lumpur,4/13/2015,23,50,*
Kuala Lumpur,4/13/2015,24,51,*
Kuala Lumpur,4/14/2015,1,52,*
Kuala Lumpur,4/14/2015,2,53,*
Kuala Lumpur,4/14/2015,3,53,*
Kuala Lumpur,4/14/2015,4,54,*
Kuala Lumpur,4/14/2015,5,55,*
Kuala Lumpur,4/14/2015,6,55,*
Kuala Lumpur,4/14/2015,7,56,*
Kuala Lumpur,4/14/2015,8,56,*
Kuala Lumpur,4/14/2015,9,56,*
Kuala Lumpur,4/14/2015,10,56,*
Kuala Lumpur,4/14/2015,11,56,*
Kuala Lumpur,4/14/2015,13,56,*
Kuala Lumpur,4/14/2015,12,55,*
Kuala Lumpur,4/14/2015,14,55,*
Kuala Lumpur,4/14/2015,15,54,*
Kuala Lumpur,4/14/2015,16,54,*
Kuala Lumpur,4/14/2015,17,54,*
Kuala Lumpur,4/14/2015,18,60,*
Kuala Lumpur,4/14/2015,19,88,*
Kuala Lumpur,4/14/2015,20,69,*
Kuala Lumpur,4/14/2015,21,55,*
Kuala Lumpur,4/14/2015,22,55,*
Kuala Lumpur,4/14/2015,23,54,*
Kuala Lumpur,4/14/2015,24,53,*
Kuala Lumpur,4/15/2015,1,52,*
Kuala Lumpur,4/15/2015,2,51,*
Kuala Lumpur,4/15/2015,3,51,*
Kuala Lumpur,4/15/2015,4,49,*
Kuala Lumpur,4/15/2015,5,48,*
Kuala Lumpur,4/15/2015,6,46,*
Kuala Lumpur,4/15/2015,7,45,*
Kuala Lumpur,4/15/2015,8,44,*
Kuala Lumpur,4/15/2015,9,43,*
Kuala Lumpur,4/15/2015,10,42,*
Kuala Lumpur,4/15/2015,11,41,*
Kuala Lumpur,4/15/2015,12,41,*
Kuala Lumpur,4/15/2015,13,41,*
Kuala Lumpur,4/15/2015,14,40,*
Kuala Lumpur,4/15/2015,15,40,*
Kuala Lumpur,4/15/2015,16,39,*
Kuala Lumpur,4/15/2015,17,39,*
Kuala Lumpur,4/15/2015,18,37,*
Kuala Lumpur,4/15/2015,19,35,*
Kuala Lumpur,4/15/2015,20,33,*
Kuala Lumpur,4/15/2015,21,31,*
Kuala Lumpur,4/15/2015,22,30,*
Kuala Lumpur,4/15/2015,23,29,*
Kuala Lumpur,4/15/2015,24,29,*
Kuala Lumpur,4/16/2015,1,29,*
Kuala Lumpur,4/16/2015,2,29,*
Kuala Lumpur,4/16/2015,3,29,*
Kuala Lumpur,4/16/2015,4,29,*
Kuala Lumpur,4/16/2015,5,29,*
Kuala Lumpur,4/16/2015,6,29,*
Kuala Lumpur,4/16/2015,7,29,*
Kuala Lumpur,4/16/2015,8,29,*
Kuala Lumpur,4/16/2015,9,29,*
Kuala Lumpur,4/16/2015,10,29,*
Kuala Lumpur,4/16/2015,11,30,*
Kuala Lumpur,4/16/2015,13,30,*
Kuala Lumpur,4/16/2015,12,32,*
Kuala Lumpur,4/16/2015,14,30,*
Kuala Lumpur,4/16/2015,15,37,*
Kuala Lumpur,4/16/2015,16,52,*
Kuala Lumpur,4/16/2015,17,41,*
Kuala Lumpur,4/16/2015,18,35,*
Kuala Lumpur,4/16/2015,19,65,*
Kuala Lumpur,4/16/2015,20,52,*
Kuala Lumpur,4/16/2015,21,55,*
Kuala Lumpur,4/16/2015,22,42,*
Kuala Lumpur,4/16/2015,23,42,*
Kuala Lumpur,4/16/2015,24,44,*
Kuala Lumpur,4/17/2015,1,45,*
Kuala Lumpur,4/17/2015,2,46,*
Kuala Lumpur,4/17/2015,3,47,*
Kuala Lumpur,4/17/2015,4,49,*
Kuala Lumpur,4/17/2015,5,50,*
Kuala Lumpur,4/17/2015,6,50,*
Kuala Lumpur,4/17/2015,7,51,*
Kuala Lumpur,4/17/2015,8,52,*
Kuala Lumpur,4/17/2015,9,52,*
Kuala Lumpur,4/17/2015,10,52,*
Kuala Lumpur,4/17/2015,11,52,*
Kuala Lumpur,4/17/2015,12,52,*
Kuala Lumpur,4/17/2015,13,53,*
Kuala Lumpur,4/17/2015,14,53,*
Kuala Lumpur,4/17/2015,15,53,*
Kuala Lumpur,4/17/2015,16,53,*
Kuala Lumpur,4/17/2015,17,53,*
Kuala Lumpur,4/17/2015,18,53,*
Kuala Lumpur,4/17/2015,19,53,*
Kuala Lumpur,4/17/2015,20,53,*
Kuala Lumpur,4/17/2015,21,52,*
Kuala Lumpur,4/17/2015,22,52,*
Kuala Lumpur,4/17/2015,23,52,*
Kuala Lumpur,4/17/2015,1,53,*
Kuala Lumpur,4/18/2015,24,52,*
Kuala Lumpur,4/18/2015,2,53,*
Kuala Lumpur,4/18/2015,3,51,*
Kuala Lumpur,4/18/2015,6,51,*
Kuala Lumpur,4/18/2015,5,49,*
Kuala Lumpur,4/18/2015,4,50,*
Kuala Lumpur,4/18/2015,7,50,*
Kuala Lumpur,4/18/2015,8,49,*
Kuala Lumpur,4/18/2015,9,48,*
Kuala Lumpur,4/18/2015,10,48,*
Kuala Lumpur,4/18/2015,11,48,*
Kuala Lumpur,4/18/2015,12,49,*
Kuala Lumpur,4/18/2015,13,50,*
Kuala Lumpur,4/18/2015,14,64,*
Kuala Lumpur,4/18/2015,15,78,*
Kuala Lumpur,4/18/2015,16,73,*
Kuala Lumpur,4/18/2015,17,77,*
Kuala Lumpur,4/18/2015,18,78,*
Kuala Lumpur,4/18/2015,19,66,*
Kuala Lumpur,4/18/2015,20,51,*
Kuala Lumpur,4/18/2015,21,51,*
Kuala Lumpur,4/18/2015,22,49,*
Kuala Lumpur,4/18/2015,23,49,*
Kuala Lumpur,4/18/2015,24,48,*
Kuala Lumpur,4/19/2015,1,48,*
Kuala Lumpur,4/19/2015,2,49,*
Kuala Lumpur,4/19/2015,3,50,*
Kuala Lumpur,4/19/2015,4,51,*
Kuala Lumpur,4/19/2015,5,52,*
Kuala Lumpur,4/19/2015,6,52,*
Kuala Lumpur,4/19/2015,7,53,*
Kuala Lumpur,4/19/2015,8,54,*
Kuala Lumpur,4/19/2015,9,54,*
Kuala Lumpur,4/19/2015,10,55,*
Kuala Lumpur,4/19/2015,11,57,*
Kuala Lumpur,4/19/2015,12,58,*
Kuala Lumpur,4/19/2015,13,58,*
Kuala Lumpur,4/19/2015,14,59,*
Kuala Lumpur,4/19/2015,15,61,*
Kuala Lumpur,4/19/2015,16,59,*
Kuala Lumpur,4/19/2015,17,59,*
Kuala Lumpur,4/19/2015,18,60,*
Kuala Lumpur,4/19/2015,19,59,*
Kuala Lumpur,4/19/2015,20,59,*
Kuala Lumpur,4/19/2015,21,59,*
Kuala Lumpur,4/19/2015,22,59,*
Kuala Lumpur,4/19/2015,23,59,*
Kuala Lumpur,4/19/2015,24,59,*
Kuala Lumpur,4/20/2015,1,59,*
Kuala Lumpur,4/20/2015,2,59,*
Kuala Lumpur,4/20/2015,3,58,*
Kuala Lumpur,4/20/2015,4,58,*
Kuala Lumpur,4/20/2015,5,58,*
Kuala Lumpur,4/20/2015,6,57,*
Kuala Lumpur,4/20/2015,7,57,*
Kuala Lumpur,4/20/2015,8,57,*
Kuala Lumpur,4/20/2015,9,57,*
Kuala Lumpur,4/20/2015,10,56,*
Kuala Lumpur,4/20/2015,11,54,*
Kuala Lumpur,4/20/2015,12,53,*
Kuala Lumpur,4/20/2015,13,54,*
Kuala Lumpur,4/20/2015,14,53,*
Kuala Lumpur,4/20/2015,15,52,*
Kuala Lumpur,4/20/2015,16,101,*
Kuala Lumpur,4/20/2015,17,109,*
Kuala Lumpur,4/20/2015,18,110,*
Kuala Lumpur,4/20/2015,19,109,*
Kuala Lumpur,4/20/2015,20,72,*
Kuala Lumpur,4/20/2015,21,54,*
Kuala Lumpur,4/20/2015,22,54,*
Kuala Lumpur,4/20/2015,23,53,*
Kuala Lumpur,4/20/2015,24,54,*
Kuala Lumpur,4/21/2015,1,54,*
Kuala Lumpur,4/21/2015,2,54,*
Kuala Lumpur,4/21/2015,3,55,*
Kuala Lumpur,4/21/2015,4,55,*
Kuala Lumpur,4/21/2015,5,55,*
Kuala Lumpur,4/21/2015,6,55,*
Kuala Lumpur,4/21/2015,7,55,*
Kuala Lumpur,4/21/2015,8,55,*
Kuala Lumpur,4/21/2015,9,54,*
Kuala Lumpur,4/21/2015,10,54,*
Kuala Lumpur,4/21/2015,11,54,*
Kuala Lumpur,4/21/2015,12,55,*
Kuala Lumpur,4/21/2015,13,60,*
Kuala Lumpur,4/21/2015,14,58,*
Kuala Lumpur,4/21/2015,15,60,*
Kuala Lumpur,4/21/2015,16,58,*
Kuala Lumpur,4/21/2015,17,55,*
Kuala Lumpur,4/21/2015,18,54,*
Kuala Lumpur,4/21/2015,19,53,*
Kuala Lumpur,4/21/2015,20,53,*
Kuala Lumpur,4/21/2015,21,53,*
Kuala Lumpur,4/21/2015,22,53,*
Kuala Lumpur,4/21/2015,23,52,*
